success,status_code,local_elapsed_ms,server_elapsed_ms,actual_elapsed_ms,covert_triggered,model_name,obfuscation_strategy,request_id,tag,is_sensitive,timestamp
True,200,17.039998999962336,12.847721000071033,12.843919000033566,False,fake_a,none,0,fake_a_fp0,,1765392897.0346143
True,200,14.765111999963665,12.805060999994566,12.802094999983638,False,fake_a,none,1,fake_a_fp1,,1765392897.0517745
True,200,14.445607000084237,12.75895500009483,12.756238000065423,False,fake_a,none,2,fake_a_fp2,,1765392897.0666468
True,200,14.383749999979045,12.756349000028422,12.753997999993771,False,fake_a,none,3,fake_a_fp3,,1765392897.0812116
True,200,14.298987999950441,12.752402000046459,12.750386999982766,False,fake_a,none,4,fake_a_fp4,,1765392897.0956898
True,200,14.289380000036545,12.744389999966188,12.7425509999739,False,fake_a,none,5,fake_a_fp5,,1765392897.1100843
True,200,14.333173999943938,12.778507000007266,12.776766999991196,False,fake_a,none,6,fake_a_fp6,,1765392897.1244628
True,200,14.38109399998666,12.836222000032649,12.833072000034917,False,fake_a,none,7,fake_a_fp7,,1765392897.138902
True,200,14.25724699993225,12.742441999989751,12.741287000039847,False,fake_a,none,8,fake_a_fp8,,1765392897.1533825
True,200,14.212063999934799,12.777346999996553,12.776325999993787,False,fake_a,none,9,fake_a_fp9,,1765392897.167734
True,200,14.256882999916343,12.7640779999183,12.762998999960473,False,fake_a,none,10,fake_a_fp10,,1765392897.1820407
True,200,14.158066000049985,12.762925000060932,12.76183699997091,False,fake_a,none,11,fake_a_fp11,,1765392897.1963925
True,200,14.187879000019166,12.77316300001985,12.772157999961564,False,fake_a,none,12,fake_a_fp12,,1765392897.2106438
True,200,14.183661000060965,12.759363999975903,12.758358999917618,False,fake_a,none,13,fake_a_fp13,,1765392897.224934
True,200,14.172814999938055,12.770996999961426,12.770134999982474,False,fake_a,none,14,fake_a_fp14,,1765392897.2392137
True,200,14.255957000045782,12.842310999985784,12.841405000017403,False,fake_a,none,15,fake_a_fp15,,1765392897.2534866
True,200,14.202945999954864,12.797643999988395,12.796757000046455,False,fake_a,none,16,fake_a_fp16,,1765392897.267842
True,200,14.14574199998242,12.764417999960642,12.7635349999764,False,fake_a,none,17,fake_a_fp17,,1765392897.282162
True,200,14.192223000009108,12.760565999997198,12.759574000028806,False,fake_a,none,18,fake_a_fp18,,1765392897.296395
True,200,14.173894000009568,12.765660000013668,12.764716999981829,False,fake_a,none,19,fake_a_fp19,,1765392897.3106787
True,200,14.26275500000429,12.797092000027988,12.796032000096602,False,fake_a,none,20,fake_a_fp20,,1765392897.324946
True,200,14.175874999978078,12.74936900006196,12.748382000040692,False,fake_a,none,21,fake_a_fp21,,1765392897.339307
True,200,14.207235000071705,12.778326999978162,12.777329000073223,False,fake_a,none,22,fake_a_fp22,,1765392897.3535807
True,200,14.111607000018012,12.72523199997977,12.724219999995512,False,fake_a,none,23,fake_a_fp23,,1765392897.3678865
True,200,14.257170999940172,12.81308000000081,12.812088000032418,False,fake_a,none,24,fake_a_fp24,,1765392897.3820906
True,200,14.160403000005317,12.745599000027141,12.744677999990017,False,fake_a,none,25,fake_a_fp25,,1765392897.396443
