success,status_code,local_elapsed_ms,server_elapsed_ms,actual_elapsed_ms,covert_triggered,model_name,obfuscation_strategy,request_id,tag,is_sensitive,timestamp
True,200,377.6078810001309,373.27954900001714,373.2740709999689,False,distilgpt2,none,0,distilgpt2_fp0,,1765393838.8507457
True,200,380.3898730000128,377.16368499991404,377.15848299990284,False,distilgpt2,none,1,distilgpt2_fp1,,1765393839.2288942
True,200,375.0836320000417,371.8615289999434,371.8563449999692,False,distilgpt2,none,2,distilgpt2_fp2,,1765393839.6094482
True,200,372.620649000055,369.6379650000381,369.6331650000957,False,distilgpt2,none,3,distilgpt2_fp3,,1765393839.9849331
True,200,379.0987279999172,376.1460180000995,376.1415170001783,False,distilgpt2,none,4,distilgpt2_fp4,,1765393840.357901
True,200,377.3237350001182,374.3033519999699,374.298096000075,False,distilgpt2,none,5,distilgpt2_fp5,,1765393840.737381
True,200,380.6964299999436,377.8170969999337,377.8107769999224,False,distilgpt2,none,6,distilgpt2_fp6,,1765393841.11505
True,200,372.57229200008624,369.6972430000187,369.6941929999866,False,distilgpt2,none,7,distilgpt2_fp7,,1765393841.4960835
True,200,370.9069690000888,367.97104099991884,367.96705200004,False,distilgpt2,none,8,distilgpt2_fp8,,1765393841.8689911
True,200,379.74447100009456,376.4972649998981,376.4943260000564,False,distilgpt2,none,9,distilgpt2_fp9,,1765393842.2400484
True,200,375.8348809999461,372.7558969999336,372.7528119998169,False,distilgpt2,none,10,distilgpt2_fp10,,1765393842.6202965
True,200,382.94976399993175,379.6663359999002,379.66335300006904,False,distilgpt2,none,11,distilgpt2_fp11,,1765393842.9962847
True,200,380.02153100001124,376.854043999856,376.85086800001955,False,distilgpt2,none,12,distilgpt2_fp12,,1765393843.3796437
True,200,379.68448000015087,376.56845900005465,376.5654789999644,False,distilgpt2,none,13,distilgpt2_fp13,,1765393843.7598162
True,200,384.23952499988445,381.2648769999214,381.2620149999475,False,distilgpt2,none,14,distilgpt2_fp14,,1765393844.1399884
True,200,379.10908000003474,375.8815659998618,375.8781229998931,False,distilgpt2,none,15,distilgpt2_fp15,,1765393844.524666
True,200,384.4348009999976,381.5890490000129,381.5856150001764,False,distilgpt2,none,16,distilgpt2_fp16,,1765393844.904144
True,200,381.2281749999329,378.1302939999023,378.1270509998649,False,distilgpt2,none,17,distilgpt2_fp17,,1765393845.2889657
True,200,375.07715700007793,371.89925500001664,371.89611500002684,False,distilgpt2,none,18,distilgpt2_fp18,,1765393845.670339
True,200,382.1534310000061,379.1689930001212,379.16608199998336,False,distilgpt2,none,19,distilgpt2_fp19,,1765393846.045752
True,200,373.73237999986486,370.8234990001529,370.8207390000098,False,distilgpt2,none,20,distilgpt2_fp20,,1765393846.4282818
True,200,377.25983099994664,374.421945999984,374.4177650000893,False,distilgpt2,none,21,distilgpt2_fp21,,1765393846.8023765
True,200,376.4271759998792,373.5064979998697,373.50342099989575,False,distilgpt2,none,22,distilgpt2_fp22,,1765393847.1799788
True,200,378.41810600002646,375.5010699999275,375.4981129998214,False,distilgpt2,none,23,distilgpt2_fp23,,1765393847.5567496
True,200,380.8942170001046,377.7342779999344,377.7310809998653,False,distilgpt2,none,24,distilgpt2_fp24,,1765393847.935314
True,200,374.16566399997464,371.0897720000048,371.08702299997276,False,distilgpt2,none,25,distilgpt2_fp25,,1765393848.316553
True,200,378.2583539998541,375.10502500003895,375.1021230000333,False,distilgpt2,none,26,distilgpt2_fp26,,1765393848.6910436
True,200,462.4493210001219,459.57821299998614,459.57524499999636,False,distilgpt2,none,27,distilgpt2_fp27,,1765393849.0697463
True,200,385.097020999865,381.467683999972,381.46473000006154,False,distilgpt2,none,28,distilgpt2_fp28,,1765393849.532709
True,200,376.61446100014473,373.4404489998724,373.43712400002005,False,distilgpt2,none,29,distilgpt2_fp29,,1765393849.9182408
True,200,373.5163610001564,370.42510399987805,370.4219629998988,False,distilgpt2,none,30,distilgpt2_fp30,,1765393850.2952318
True,200,376.9277459998648,374.0712399999211,374.0684130000318,False,distilgpt2,none,31,distilgpt2_fp31,,1765393850.6691265
